Go.	Va !
If I'd had a little more money, I would have bought it.	Si j'avais eu un peu plus d'argent, je l'aurais acheté.
If Tom ate more vegetables, he'd probably be healthier.	Si Tom mangeait plus de légumes, il serait probablement en meilleure santé.
If he had received her advice, he would have succeeded.	S'il avait reçu ses conseils, il aurait réussi.
If he's late, it's OK to start the meeting without him.	S'il est en retard, on peut commencer la réunion sans lui.
If it doesn't rain soon, our garden is going to dry up.	S'il ne pleut pas bientôt, notre jardin va se dessécher.
If it were not for plants, we wouldn't be able to live.	Sans les plantes, nous ne pourrions pas vivre.
If the sun were to go out, all living things would die.	Si le soleil devait s'éteindre, tous les êtres vivants mourraient.
If you are not going to the concert, then neither am I.	Si vous n'allez pas au concert, je n'y vais pas non plus.
If you are to realize your dream, you must work harder.	Si tu comptes réaliser ton rêve, tu dois travailler davantage.
If you cut the tail off of a lizard, it will grow back.	Si on coupe la queue d'un lézard, elle repoussera.
If you listen closely enough you'll be able to hear it.	Si tu écoutes d'assez près, tu pourras l'entendre.
If you think you're someone, you stop becoming someone.	Si vous pensez que vous êtes quelqu'un, vous cessez de l'être.
If you want something done, ask a busy person to do it.	Si tu veux que quelque chose soit fait, demande à quelqu'un d'occupé de le faire.
If you want something done, ask a busy person to do it.	Si vous voulez que quelque chose soit fait, demandez à quelqu'un d'occupé de le faire.
In 1683, the Turks besieged Vienna for the second time.	En 1683, les Turcs assiégèrent Vienne pour la seconde fois.
In 1683, the Turks besieged Vienna for the second time.	En 1683, les Turcs ont assiégé Vienne pour la deuxième fois.
In 1939, as in 1914, the world was on the brink of war.	En 1939, comme en 1914, le monde était au bord de la guerre.
In Japan people come of age when they are 20 years old.	Au Japon, les gens deviennent majeurs à l'âge de vingt ans.
In a court of fowls, the cockroach never wins his case.	Dans une basse-cour, le cafard ne remporte jamais son affaire.
In order to stay awake I may have to drink more coffee.	Pour rester éveillé je devrais peut-être boire un peu plus de café.
In the future, many workers will be replaced by robots.	Dans le futur, de nombreux travailleurs seront remplacés par des robots.
In the year 2012, there will be flying cars everywhere.	En l'an deux-mille-douze, il y aura des voitures volantes partout.
In what kind of situations would you use that sentence?	Dans quelle sorte de situation emploieriez-vous cette phrase ?
Instead of going to Europe, I decided to go to America.	Au lieu d'aller en Europe, j'ai décidé d'aller aux États-Unis.
Introverts often find it difficult to make new friends.	Les introvertis ont souvent du mal à se faire de nouveaux amis.
Is there anything else you can tell us that might help?	Y a-t-il quoi que ce soit d'autre que vous pouvez nous dire qui pourrait aider ?
Is there something in particular that you want to hear?	Y a-t-il quelque chose de particulier que tu veuilles entendre ?
Is there something in particular that you want to hear?	Y a-t-il quelque chose de particulier que vous vouliez entendre ?
Is there something in particular that you want to know?	Y a-t-il quelque chose en particulier que tu veuilles savoir ?
Is there something in particular that you want to know?	Y a-t-il quelque chose en particulier que vous veuillez savoir ?
It began to rain, so he did not have to water the lawn.	Il se mit à pleuvoir, alors il n'eut pas à arroser la pelouse.
It could take years before this bridge is ready to use.	Ça pourrait prendre des années avant que ce pont soit prêt à être utilisé.
It goes without saying that honesty is the best policy.	Il va sans dire que l'honnêteté est la meilleure politique.
It goes without saying that nobody can come between us.	Il va sans dire que personne ne peut nous séparer.
It is getting more and more difficult to make a living.	Gagner sa vie devient de plus en plus difficile.
It is perfectly natural for him to be proud of his son.	Il est bien naturel qu'il soit fier de son fils.
It is true that I was head over heels in love with her.	Il est vrai que j'étais fou amoureux d'elle.
It is your constant efforts that count most in the end.	Ce sont vos constants efforts qui importent en fin de compte.
It may not be a good idea to eat while you are running.	Ce n'est peut-être pas une bonne idée de manger tandis que vous courez.
It may not be a good idea to eat while you are running.	Ce n'est peut-être pas une bonne idée de manger tandis que tu coures.
It might sound far-fetched, but this is a real problem.	Cela pourrait sembler tiré par les cheveux, mais c’est un réel problème.
It sounds as if the government doesn't know what to do.	D'après ce qu'on a dit, le gouvernement ne sait pas quoi faire.
It took him a long time to take in what she was saying.	Il lui fallut beaucoup de temps pour comprendre ce qu'elle disait.
It was a great tragedy for them to lose their only son.	C'était une grande tragédie pour eux d'avoir perdu leur fils unique.
It was below zero this morning, but I cycled to school.	La température était négative ce matin, mais je me suis rendu à l'école en vélo.
It was not until I reached home that I missed my purse.	C'est après être arrivé à la maison que j'ai oublié mon porte-monnaie.
It was such a wonderful movie that I saw it five times.	C'était un film tellement merveilleux que je l'ai vu cinq fois.
It'd be better to avoid her now, because she's violent.	Ce serait mieux de l'éviter maintenant, parce qu'elle est violente.
It's a great honor to have had the King visit our city.	Le roi nous a fait un grand honneur en visitant notre ville.
It's a lot easier to fall in love than to stay in love.	Il est bien plus aisé de tomber amoureux que de le rester.
It's been a week, but I'm still suffering from jet lag.	Cela fait une semaine mais je souffre toujours du décalage horaire.
It's best to make international calls person to person.	Il est préférable d'utiliser les appels téléphoniques à l'international pour communiquer seulement d'individu à individu.
It's easier to learn a new language when you are young.	C'est plus facile d'apprendre une nouvelle langue lorsqu'on est jeune.
It's impossible to anticipate every possible situation.	Il est impossible d'anticiper toutes les situations possibles.
It's no use for him to try to find out the real reason.	Il lui est inutile d'essayer de trouver la véritable raison.
It's not like you're going to get arrested or anything.	Tu ne vas pas te faire arrêter ou quelque chose comme ça !
It's not like you're going to get arrested or anything.	Vous n'allez pas vous faire arrêter ou quelque chose comme ça !
It's not that easy to learn a new language after fifty.	Ce n'est pas si facile d'apprendre une nouvelle langue après cinquante ans.
It's possible that they'll go to the supermarket today.	Il est possible qu'ils aillent au supermarché aujourd'hui.
It's unlikely that a hacker could get into our website.	Il est improbable qu'un pirate pénètre notre site web.
It's unlikely that that movie will make a lot of money.	Il est peu probable que ce film fasse de grosses recettes.
It's up to you to decide whether we'll go there or not.	C'est à toi de décider si nous irons là-bas ou non.
It's up to you to decide whether we'll go there or not.	C'est à toi de décider si on ira là-bas ou pas.
Judging from her appearance, she seems to be very rich.	Si on en croit les apparences, elle doit être très riche.
Judging from the look of the sky, it is likely to rain.	À en croire l'état du ciel, il est probable qu'il pleuve.
Just as he was going out, there was a great earthquake.	Au moment où il sortait, il y eut un grand tremblement de terre.
Just think about how you'd feel in a similar situation.	Pense simplement à ce que tu ressentirais en pareille situation !
Just think about how you'd feel in a similar situation.	Pensez simplement à ce que vous ressentiriez en pareille situation !
Kissing a person who smokes is like licking an ashtray.	Embrasser une personne qui fume, c'est comme lécher un cendrier.
Lake Baikal in Russia is the deepest lake in the world.	Le lac Baïkal en Russie est le lac le plus profond du monde.
Last night my house was robbed while I was still awake.	La nuit dernière, ma maison a été cambriolée alors que j'étais encore éveillé.
Last night my house was robbed while I was still awake.	La nuit dernière, ma maison a été cambriolée tandis que j'étais encore éveillée.
Life imitates art more often than the other way around.	La vie imite l'art plus souvent que la réciproque.
Life imitates art more often than the other way around.	La vie imite l'art plus souvent que l'inverse.
Little lights were blinking on and off in the distance.	De petites lumières clignotaient dans le lointain.
Main Street was blocked off all morning for the parade.	La rue principale était bouclée toute la matinée pour la parade.
Many people are suffering from hunger around the world.	Maintes personnes souffrent de la faim dans le monde.
Many revolutions have aimed to abolish the aristocracy.	De nombreuses révolutions ont eu pour but d'abolir l'aristocratie.
Most shops near the school are closed on Saturdays now.	La plupart des magasins près de l'école ferment le samedi maintenant.
My English teacher recommended that I read these books.	Mon professeur d'anglais a recommandé que je lise ces livres.
My English teacher recommended that I read these books.	Ma professeur d'anglais a recommandé que je lise ces livres.
My English teacher recommended that I read these books.	Mon professeur d'anglais a recommandé que je lise ces ouvrages.
My brother is very important. At least he thinks he is.	Mon frère est très important. Du moins il pense qu'il l'est.
My father bought this house for us when we got married.	Mon père nous a acheté cette maison quand nous nous sommes mariés.
My father encouraged me to learn how to play the piano.	Mon père m'a encouragé à apprendre le piano.
My father often falls asleep while watching television.	Mon père s'endort souvent en regardant la télévision.
My friend copied my homework and the teacher found out.	Mon copain a copié mes devoirs et le prof s'en est aperçu.
My friend copied my homework and the teacher found out.	Mon copain a copié mes devoirs et la prof s'en est aperçue.
My friend copied my homework and the teacher found out.	Mon copain a copié mes devoirs et l'instituteur s'en est aperçu.
My friend copied my homework and the teacher found out.	Mon copain a copié mes devoirs et l'institutrice s'en est aperçue.
My mother disliked caterpillars, not to mention snakes.	Ma mère craignait les chenilles, sans parler des serpents.
My mother happened to be there when the fire broke out.	Ma mère se trouvait là par hasard lorsque le feu s'est déclaré.
My mother happened to be there when the fire broke out.	Ma mère se trouvait justement là lorsque le feu s'est déclaré.
My mother likes tulips very much and so does my sister.	Ma mère aime beaucoup les tulipes et il en va de même pour ma sœur.
My mother likes tulips very much and so does my sister.	Ma mère aime beaucoup les tulipes et ma sœur aussi.
My sister works at the United States Embassy in London.	Ma sœur travaille à l'ambassade des États-Unis à Londres.
My wife's part-time job brings in a little extra money.	Le travail à temps partiel de ma femme ramène un peu d'argent supplémentaire.
Next time you come, don't forget to give it back to me.	La prochaine fois que tu viens, n'oublie pas de me la rendre.
No matter what you say, I am convinced that I am right.	Quoi que tu puisses dire, je suis convaincu d'avoir raison.
No other student in the class is as brilliant as he is.	Aucun autre élève de la classe n'est aussi génial que lui.
No practical joker should be without a whoopee cushion.	Aucun farceur ne devrait se passer de coussin péteur.
No sooner had I left the house than it started to rain.	À peine ai-je quitté la maison qu’il se mit à pleuvoir.
Nowadays it is not unusual for a woman to travel alone.	Aujourd'hui il n'est pas inhabituel pour une femme de voyager seule.
Nowadays, almost every home has one or two televisions.	De nos jours, presque tous les foyers ont une ou deux télévisions.
Of the three boys, the youngest is the most attractive.	Des trois enfants, c'est le plus jeune le plus attirant.
One hundred and fifty people entered the marathon race.	Cent cinquante personnes ont rejoint la course du marathon.
One of her three cars is blue and the others are white.	L'une de ses trois voitures est bleue et les autres sont blanches.
One of my dreams is to one day see the aurora borealis.	Un de mes rêves est de voir un jour l'aurore boréale.
Only members of the club are entitled to use this room.	Seuls les membres du club sont autorisés à utiliser cette pièce.
Only one third of the members turned up at the meeting.	Seul un tiers des membres s'est pointé au rendez-vous.
Our rent is four times as much as it was ten years ago.	Notre loyer est quatre fois plus élevé qu'il y a dix ans.
Our school prohibits us from going to the movies alone.	Notre école nous défend d'aller au cinéma tout seul.
Our teacher doesn't just speak English, but French too.	Notre professeur ne parle pas juste anglais mais aussi français.
Our teacher doesn't just speak English, but French too.	Notre instituteur ne fait pas que parler anglais mais aussi français.
Parents are responsible for their children's education.	Les parents portent la responsabilité de l'éducation de leurs enfants.
Part of this conviction is rooted in my own experience.	Une part de cette conviction est enracinée dans ma propre expérience.
People can easily start loving, but not so easily stop.	Les gens peuvent facilement se mettre à aimer mais pas si facilement arrêter d'aimer.
Please drop it in the mail if it's not out of your way.	S'il te plaît, dépose le au courrier si ça ne te t'éloigne pas de ton chemin.
Prince William is second in line to the English throne.	Le prince Guillaume est le second en ligne de succession au trône d'Angleterre.
Recently there have been a lot of protests in the city.	Récemment, il y a eu beaucoup de manifestations dans la ville.
Sanitary conditions in the refugee camps were terrible.	Les conditions sanitaires dans les camps de réfugiés étaient terribles.
Several cottages have been isolated by the flood water.	Plusieurs cottages ont été isolés par l'inondation.
Several thousand people became victims of this disease.	Plusieurs milliers de gens devinrent victimes de cette maladie.
She asked him some questions, but he refused to answer.	Elle lui posa des questions, mais il refusa de répondre.
She asked him some questions, but he refused to answer.	Elle lui posa quelques questions, mais il refusa de répondre.
She asked him some questions, but he refused to answer.	Elle lui a posé des questions, mais il a refusé de répondre.
She asked him some questions, but he refused to answer.	Elle lui a posé quelques questions, mais il a refusé de répondre.
She asked me what had become of him, but I didn't know.	Elle me demanda ce qu'il était advenu de lui, mais je l'ignorais.
She asked me what had become of him, but I didn't know.	Elle m'a demandé ce qu'il était advenu de lui, mais je l'ignorais.
She came to Japan for the purpose of studying Japanese.	Elle est venue au Japon dans le but d'étudier la langue japonaise.
She flatters herself by thinking that she is beautiful.	Elle se flatte elle-même en pensant qu'elle est belle.
She has always done her best to make their life easier.	Elle a toujours fait de son mieux pour leur rendre la vie plus facile.
She interrupted him while he was speaking to my father.	Elle l'interrompit tandis qu'il parlait à mon père.
She interrupted him while he was speaking to my father.	Elle l'interrompit tandis qu'il était en train de parler à mon père.
She interrupted him while he was speaking to my father.	Elle l'a interrompu tandis qu'il parlait à mon père.
She interrupted him while he was speaking to my father.	Elle l'a interrompu tandis qu'il était en train de parler à mon père.
She is two years old, but she can already count to 100.	Elle n'a que deux ans, mais elle sait déjà compter jusqu'à 100.
She looks young, but actually she's older than you are.	Elle a l'air jeune, mais en réalité elle est plus vieille que toi.
She makes it a point to always arrive fashionably late.	Elle fait un point d'honneur à toujours arriver parfaitement en retard.
She needed some money to buy something to feed her dog.	Elle avait besoin d'argent pour acheter quelque chose à manger à son chien.
She put on her sister's jeans and looked in the mirror.	Elle mit le jean de sa sœur et se regarda dans le miroir.
She showed her guests how to eat what she had prepared.	Elle montra à ses invités comment manger ce qu'elle avait préparé.
She spends more time thinking about work than doing it.	Elle passe davantage de temps à penser au travail qu'à le faire.
She spends more time thinking about work than doing it.	Elle passe plus de temps à penser au travail qu'à le faire.
She'll be having dinner with him at this time tomorrow.	Elle sera en train de dîner avec lui demain à cette heure-ci.
She's in total denial about her husband's philandering.	Elle est en totale dénégation quant aux infidélités de son mari.
She's in total denial about her husband's philandering.	Elle est en totale dénégation en ce qui concerne les infidélités de son mari.
She's so gullible she'll believe anything you tell her.	Elle est tellement crédule qu'elle croira quoi que vous lui dites.
Since I didn't know what to do, I asked him for advice.	Comme je ne savais quoi faire, je lui ai demandé conseil.
Since he was dressed in black, he looked like a priest.	Comme il était habillé de noir, il ressemblait à un prêtre.
Since he was dressed in black, he looked like a priest.	Comme il était habillé de noir, on aurait dit un prêtre.
Since my mother was sick, I couldn't go to the concert.	Comme ma mère était malade, je n'ai pas pu me rendre au concert.
Small businesses are often absorbed by a major company.	Les petites entreprises sont souvent englouties par les grandes compagnies.
Small enterprises are feeling the squeeze of inflation.	Les petites entreprises ressentent la pression de l'inflation.
So difficult was the question that no one could answer.	Tellement la question était difficile que nul ne sut répondre.
Some parents don't punish their children when they lie.	Certains parents ne punissent pas leurs enfants lorsqu'ils mentent.
Some people are for the plan and others are against it.	Certaines personnes sont pour le plan et d'autres contre.
Sooner or later, I'll probably get tired of doing this.	Je vais sûrement finir par me fatiguer de faire ça.
Sorry for not answering your question. I didn't see it.	Désolé de ne pas avoir répondu à votre question. Je ne l'ai pas vue.
Sorry for not answering your question. I didn't see it.	Désolée de ne pas avoir répondu à votre question. Je ne l'ai pas vue.
Sorry for not answering your question. I didn't see it.	Désolé de ne pas avoir répondu à ta question. Je ne l'ai pas vue.
Sorry for not answering your question. I didn't see it.	Désolée de ne pas avoir répondu à ta question. Je ne l'ai pas vue.
Sorry, but can you show me the way to the next village?	Excusez-moi, pouvez-vous me montrer le chemin jusqu'au prochain village ?
Spending time with your family should be your priority.	Passer du temps avec ta famille devrait être ta priorité.
Spending time with your family should be your priority.	Passer du temps avec votre famille devrait être votre priorité.
Step away from the car and put your hands on your head.	Écartez-vous de la voiture et placez les mains sur la tête !
Stores are closed in the afternoon because of the heat.	On ferme les magasins l'après-midi à cause de la chaleur.
Students are impatient for the summer holidays to come.	Les étudiants sont impatients que les vacances d'été arrivent.
Take a few steps and tell me if it hurts when you walk.	Fais quelques pas et ensuite dis-moi si ça te fait mal quand tu marches.
Taking a hot bath helps me take my mind off my worries.	Prendre un bain m'aide à libérer mon esprit de mes soucis.
The Japan Sea separates Japan from the Asian Continent.	La mer du Japon sépare le Japon du continent asiatique.
The Japanese attacked Pearl Harbor on December 7, 1941.	Les Japonais ont attaqué Pearl Harbor le 7 décembre 1941.
The Soviet troops started to withdraw from Afghanistan.	Les troupes soviétiques ont commencé à se retirer d'Afghanistan.
The atomic bomb destroyed the entire city of Hiroshima.	La bombe atomique a entièrement détruit la ville d'Hiroshima.
The brave fireman rescued a boy from the burning house.	Le pompier courageux a sauvé le garçon en le tirant de la maison en flammes.
The ceremony was held in honor of the guest from China.	Cette cérémonie a eu lieu en l'honneur de l'hôte venu de Chine.
The child had no overcoat on although it was very cold.	L'enfant n'avait pas de manteau alors qu'il faisait très froid.
The climate of New Zealand is similar to that of Japan.	Le climat de la Nouvelle-Zélande est similaire à celui du Japon.
The company produces soy sauce and other food products.	L'entreprise produit de la sauce soja et d'autres produits alimentaires.
The crane, unlike the dog, has never dreamed of flying.	La grue, contrairement au chien, n'a jamais rêvé de voler.
The delivery of the goods was delayed due to the storm.	La livraison des marchandises a été retardée à cause de la tempête.
The doctor continued to observe the patient's behavior.	Le docteur a continué à observer le comportement du patient.
The examples in this dictionary are easy to understand.	Les exemples de ce dictionnaire sont faciles à comprendre.
The friend who I thought would pass the exam failed it.	Cet ami, lequel je pensais aurait réussi cet examen, l'a échoué.
The government lowered taxes for lower-income families.	Le gouvernement a baissé les impôts pour les familles à revenus modestes.
The government should invest more money in agriculture.	Le gouvernement devrait investir davantage d'argent dans l'agriculture.
The ingredients for this recipe are a little expensive.	Les ingrédients nécessaires à cette recette sont un peu coûteux.
The kitten lapped up the milk I poured into the saucer.	Le chaton lapa le lait que je versais dans la saucière.
The kitten lapped up the milk I poured into the saucer.	Le chaton lapait le lait que je versais dans la saucière.
The last thing I want to do is cause you any more pain.	La dernière chose que je veuille faire est vous causer le moindre mal supplémentaire.
The last thing I want to do is cause you any more pain.	La dernière chose que je veuille faire est de te causer le moindre mal supplémentaire.
The locomotive was pulling a long line of freight cars.	La locomotive tractait une longue file de wagons de marchandises.
The man never told the police what his destination was.	L'homme n'a jamais dit à la police quelle était sa destination.
The moment I held the baby in my arms, it began to cry.	Au moment où j'ai pris le bébé dans mes bras, il a commencé à pleurer.
The moment I held the baby in my arms, it began to cry.	Au moment où je tenais le bébé dans mes bras, il commença à pleurer.
The more we learn, the better we realize our ignorance.	Plus on apprend, mieux on se rend compte de notre ignorance.
The natives have to defend their land against invaders.	Les indigènes doivent défendre leur terre contre les envahisseurs.
The number is 932-8647, but I don't know the area code.	Le numéro est 932-86-47, mais je ne connais pas l'indicatif régional.
The number of people who go abroad has been increasing.	Le nombre de personnes qui partent à l'étranger a augmenté.
The official could not deal with the complaint himself.	Le fonctionnaire ne pouvait traiter lui-même la plainte.
The plane should have arrived at Kansai Airport by now.	L'avion devrait être arrivé à l'aéroport de Kansai maintenant.
The plane should have arrived at Kansai Airport by now.	L'avion devrait être arrivé à l'aéroport de Kansai à présent.
The police used a battering ram to break down the door.	La police a utilisé un bélier pour défoncer la porte.
The population of Japan is larger than that of Britain.	La population du Japon est plus importante que celle de la Grande-Bretagne.
The population of Tokyo is greater than that of London.	La population de Tokyo est plus importante que celle de Londres.
The prime minister appoints the members of his cabinet.	Le Premier Ministre désigne les membres de son cabinet.
The psychologist asked me a whole battery of questions.	Le psychologue m'a posé toute une batterie de questions.
The radio is too loud. Can't you turn it down a little?	La radio est trop forte. Tu ne peux pas baisser un peu le volume ?
The rain made it impossible for us to go on the picnic.	La pluie nous a rendu incapables d'aller pique-niquer.
The recent coffee shortage brought about many problems.	La récente pénurie de café a donné lieu à un grand nombre de problèmes.
The results of the experiment were not as we had hoped.	Les résultats de l'expérience ne furent pas tels que nous les avions espérés.
The room in which the exam was being held was very hot.	La pièce dans laquelle se tenait l'examen était très chaude.
The samurai decapitated his opponent in one fell swoop.	Le samouraï décapita son adversaire d'un seul coup d'un seul.
The show was very interesting. You should have seen it.	Le spectacle était vraiment intéressant. Tu aurais dû venir le voir.
The sooner you return, the happier your father will be.	Le plus tôt tu reviendras, le plus heureux sera ton père.
The storm kept us from searching for the missing child.	La tempête nous a empêché de rechercher l'enfant disparu.
The top spun perilously close to the edge of the table.	La toupie tournait dangereusement près du bord de la table.
The tornado touched down two kilometers from my school.	La tornade a frappé à deux kilomètres de mon école.
The train is traveling at the rate of 50 miles an hour.	Le train voyage à la vitesse de 50 miles par heure.
The train was derailed by a piece of iron on the track.	Le train a déraillé à cause d'un morceau de fer qui était sur les rails.
The train was held up because of the railroad accident.	Le train était retenu à cause d'un accident de voirie.
The view from the top of the mountain was breathtaking.	La vue du sommet de la montagne était à couper le souffle.
The withdrawal symptoms are more severe than I thought.	Les symptômes de manque sont plus sévères que je ne pensais.
There are many jobs available in the computer industry.	Il y a de nombreux emplois disponibles dans le secteur informatique.
There are many useful appliances in the hardware store.	Il y a, à la quincaillerie, de nombreux trucs utiles.
There are people who think pineapples grow underground.	Il y a des gens qui croient que l'ananas pousse sous terre.
There are turtles that are more than two centuries old.	Il y a des tortues qui ont plus de deux cents ans.
There has been a rash of burglaries in my neighborhood.	Il y a eu une épidémie de cambriolages dans mon voisinage.
There is a certain amount of truth in what he's saying.	Il y a une part de vérité dans ce qu'il dit.
There is a little wine left in the bottom of the glass.	Il reste un peu de vin au fond du verre.
There is an urgent need for improved living conditions.	Il y a un besoin urgent d'améliorer les conditions de vie.
There must be a way to arrive at a diplomatic solution.	Il doit y avoir un moyen d'arriver à une solution diplomatique.
There should be more national hospitals for old people.	Il faudrait qu'il y ait plus d'hôpitaux nationaux pour les personnes âgées.
There was nothing but sand as far as the eye could see.	Il n'y avait rien d'autre que du sable, aussi loin que l'œil pouvait voir.
There's nothing like close combat to test one's mettle.	Il n'y a rien de tel que le combat rapproché pour éprouver son courage.
They answered their teacher's question with difficulty.	Ils répondirent difficilement à la question de leur professeur.
They are talking over a cup of coffee in the cafeteria.	Ils parlent autour d'une tasse de café, à la cafétéria.
They asked a lot of questions about my past experience.	Ils ont posé beaucoup de questions au sujet de mon expérience passée.
They decided on the date and location of their wedding.	Ils ont décidé de la date et du lieu de leur mariage.
They decided on the date and location of their wedding.	Elles ont décidé de la date et du lieu de leur mariage.
They don't let anyone enter without special permission.	On ne laisse entrer personne sans permission spéciale.
They kidnapped me, drugged me, and then brainwashed me.	Ils m'ont kidnappé, ils m'ont drogué et alors ils m'ont lavé le cerveau.
Think of what you are reading while you are reading it.	Pense à ce que tu es en train de lire pendant que tu le lis.
This article is more interesting than the previous one.	Cet article est plus intéressant que le précédent.
This encyclopaedia is convenient for looking up things.	Cette encyclopédie est pratique pour vérifier des choses.
This is the first time I've written a letter in German.	C'est la première fois que j'écris une lettre en Allemand.
This is the most beautiful sight that I have ever seen.	C'est la plus belle vue que j'ai jamais contemplée.
This series will be remembered for a long time to come.	On se souviendra de cette série pendant longtemps.
This work is simple enough that even a child can do it.	Ce travail est simple au point que même un enfant peut l'accomplir.
This work is simple enough that even a child can do it.	Ce travail est simple au point que même une enfant peut l'accomplir.
Those who know do not talk. Those who talk do not know.	Ceux qui savent ne parlent pas ; ceux qui parlent ne savent pas.
Those who know do not talk. Those who talk do not know.	Ceux qui savent ne parlent pas. Ceux qui parlent ne savent pas.
Those who live in glass houses should not throw stones.	Ceux qui habitent des maisons de verre ne devraient pas lancer de pierres.
Those who live in glass houses should not throw stones.	Ceux qui vivent dans des maisons de verre ne devraient pas lancer de pierres.
Thousands of people were deceived by the advertisement.	Des milliers de personnes furent déçues par la publicité.
Tom and Mary sat on the beach and talked to each other.	Tom et Mary se sont assis sur la plage et se sont parlés.
Tom and Mary sat on the beach and talked to each other.	Tom et Mary s'assirent sur la plage et discutèrent.
Tom asked Mary many questions that she couldn't answer.	Tom a posé beaucoup de questions à Mary auxquelles elle ne pouvait pas répondre.
Tom asked Mary many questions that she couldn't answer.	Tom a posé beaucoup de questions à Mary auxquelles elle n'a pas pu répondre.
Tom asked Mary to wait for him in front of the library.	Tom demanda à Mari de l’attendre devant la bibliothèque.
Tom can't speak French. Mary can't speak French either.	Tom ne sait pas parler français. Marie ne sait pas parler français non plus.
Tom certainly wasn't at home when we went to visit him.	Tom n'était certainement pas chez lui lorsque nous sommes allés lui rendre visite.
Tom cut the cake with the new knife Mary had given him.	Tom a coupé le gâteau avec le nouveau couteau que Mary lui avait offert.
Tom cut the cake with the new knife Mary had given him.	Tom coupa le gâteau avec le nouveau couteau que Mary lui avait offert.
Tom did his best to avoid making eye contact with Mary.	Tom fit de son mieux pour éviter tout contact visuel avec Mary.
Tom didn't get a chance to thank Mary for all her help.	Tom n'a pas eu d'occasion de remercier Mary pour toute son aide.
Tom didn't get paid as much as he thought he was worth.	Tom n'a pas été payé autant qu'il pensait valoir.
Tom didn't know when Mary was planning to go to Boston.	Tom ne savait pas quand Mary prévoyait d'aller à Boston.
Tom died three weeks ago after being bitten by a cobra.	Tom est mort il y a trois semaines d'une morsure de cobra.
Tom doesn't get along with the man who lives next door.	Tom ne s'entend pas avec l'homme qui vit à côté.
Tom doesn't have what it takes to be a race car driver.	Tom n’a pas l’étoffe d’un pilote de course.
Tom doesn't like it when Mary criticizes him in public.	Tom n'aime pas quand Mary lui fait des reproches en public.
Tom doesn't like the color of the walls in his bedroom.	Tom n'aime pas la couleur des murs de sa chambre.
Tom doesn't wash the dishes. He leaves that up to Mary.	Tom ne lave pas la vaisselle. Il laisse cela à Marie.
Tom found out Mary was stealing from the cash register.	Tom s'est aperçu que Mary volait de l'argent dans la caisse.
Tom found the hat Mary was looking for in the basement.	Tom a trouvé le chapeau que Marie cherchait au sous-sol.
Tom found the hat Mary was looking for in the basement.	Tom trouva le chapeau que Marie cherchait au sous-sol.
Tom got to the station too late so he missed the train.	Tom est arrivé à la gare trop tard donc il a raté le train.
Tom is better at science than anyone else in his class.	Tom est meilleur en science que n'importe qui dans sa classe.
Tom is one of the more than 3,000 inmates on death row.	Thomas est l'un des plus de trois mille détenus dans le couloir de la mort.
Tom kept on talking even though Mary had fallen asleep.	Tom continua de parler alors même que Mary s'était endormie.
Tom poured Mary a cup of coffee and topped off his own.	Tom a versé une tasse de café à Mary et a complété la sienne.
Tom realized that he wasn't as smart as the other kids.	Tom réalisa qu'il n'était pas aussi intelligent que les autres enfants.
Tom told Mary that she shouldn't walk alone after dark.	Tom a dit à Mary qu'elle ne devrait pas marcher seule après la tombée du jour.
Tom was afraid that no one would show up for the party.	Tom avait peur que personne ne se montre à la fête.
Tom's family showed a video of his life at his funeral.	La famille de Tom a montré une vidéo de sa vie à son enterrement.
We are looking for someone who is proficient in French.	On cherche quelqu'un qui peut parler français dans un contexte professionnel.
We are looking forward to your visit to our new office.	Nous nous réjouissons de votre visite dans nos nouveaux bureaux.
We depend on foreign nations for our natural resources.	Nous dépendons des nations étrangères pour nos ressources naturelles.
We exchanged phone numbers at the end of the gathering.	Nous avons échangé nos numéros de téléphone à la fin de l'assemblée.
We have to transmit our culture to the next generation.	Nous devons transmettre notre culture à la prochaine génération.
We have yet to discover an effective remedy for cancer.	Il nous faut encore découvrir un remède efficace pour le cancer.
We haven't had a price increase in the last five years.	Nous n'avons pas connu d'augmentation de prix dans les cinq dernières années.
We need to figure out what works and what doesn't work.	Il faut que nous figurions ce qui fonctionne et ce qui ne fonctionne pas.
We started with 20 students. Now we have more than 200.	On a commencé avec 20 étudiants. Maintenant nous en avons plus de 200.
We were all ears when he started to tell us his secret.	Nous étions tout ouïes lorsqu'il a commencé à nous conter son secret.
We were amazed at the excellence of the boy's drawings.	Nous étions stupéfiés de l'excellence des dessins du garçon.
We were mesmerized by the pulsating glow of the embers.	Nous étions hypnotisés par la pulsation de l'incandescence des braises.
What are some foods you usually eat with your children?	Quels sont les aliments qu'on mange habituellement avec ses enfants ?
What are some foods you usually eat with your children?	Quels sont les aliments que tu manges habituellement avec tes enfants ?
What are some foods you usually eat with your children?	Quels sont les aliments que vous mangez habituellement avec vos enfants ?
What are some of the most popular foods eaten in Spain?	Quels sont certains des aliments les plus populaires consommés en Espagne ?
What kind of deodorant do you prefer, spray or roll-on?	Quelle sorte de déodorant préférez-vous, en aérosol ou à bille ?
What kind of deodorant do you prefer, spray or roll-on?	Quelle sorte de déodorant préfères-tu, en aérosol ou à bille ?
What would you do if you saw a man from another planet?	Que ferais-tu si tu voyais un homme venant d'une autre planète ?
